gender,age_band,region,n_cell,cell_weight,category_id,category_name,incidence_rate,archetype,raw_multiplier,soft_multiplier,calibrated_probability,max_probability_flag
Female,55-64,East,2947,0.014735,9,Car Finance,0.2340532396,auto_male,0.49500000000000005,0.6131968859980002,0.1470708891634322,0
Female,55-64,North,3458,0.01729,9,Car Finance,0.2340532396,auto_male,0.49500000000000005,0.6131968859980002,0.1470708891634322,0
Female,55-64,Rural/Other,1601,0.008005,9,Car Finance,0.2340532396,auto_male,0.5445000000000001,0.6511112506378001,0.15616437846021272,0
Female,55-64,South,3089,0.015445,9,Car Finance,0.2340532396,auto_male,0.49500000000000005,0.6131968859980002,0.1470708891634322,0
Female,55-64,West,2589,0.012945,9,Car Finance,0.2340532396,auto_male,0.49500000000000005,0.6131968859980002,0.1470708891634322,0
Female,65+,Central,3070,0.01535,9,Car Finance,0.2340532396,auto_male,0.41250000000000003,0.5500062782650001,0.13191507366879796,0
Female,65+,East,3702,0.01851,9,Car Finance,0.2340532396,auto_male,0.41250000000000003,0.5500062782650001,0.13191507366879796,0
Female,65+,North,4479,0.022395,9,Car Finance,0.2340532396,auto_male,0.41250000000000003,0.5500062782650001,0.13191507366879796,0
Female,65+,Rural/Other,2066,0.01033,9,Car Finance,0.2340532396,auto_male,0.4537500000000001,0.5816015821315001,0.13949298141611505,0
Female,65+,South,3882,0.01941,9,Car Finance,0.2340532396,auto_male,0.41250000000000003,0.5500062782650001,0.13191507366879796,0
Female,65+,West,3298,0.01649,9,Car Finance,0.2340532396,auto_male,0.41250000000000003,0.5500062782650001,0.13191507366879796,0
Male,18-24,Central,1697,0.008485,9,Car Finance,0.2340532396,auto_male,1.015,1.011489201406,0.24259845349324805,0
Male,18-24,East,2058,0.01029,9,Car Finance,0.2340532396,auto_male,1.015,1.011489201406,0.24259845349324805,0
Male,18-24,North,2625,0.013125,9,Car Finance,0.2340532396,auto_male,1.015,1.011489201406,0.24259845349324805,0
Male,18-24,Rural/Other,1140,0.0057,9,Car Finance,0.2340532396,auto_male,1.1165,1.0892327975866,0.2612446992230102,0
Male,18-24,South,2219,0.011095,9,Car Finance,0.2340532396,auto_male,1.015,1.011489201406,0.24259845349324805,0
Male,18-24,West,1942,0.00971,9,Car Finance,0.2340532396,auto_male,1.015,1.011489201406,0.24259845349324805,0
Male,25-34,Central,2644,0.01322,9,Car Finance,0.2340532396,auto_male,1.6674999999999998,1.5112694625669998,0.3624671760417189,0
Male,25-34,East,3200,0.016,9,Car Finance,0.2340532396,auto_male,1.6674999999999998,1.5112694625669998,0.3624671760417189,0
Male,25-34,North,3834,0.01917,9,Car Finance,0.2340532396,auto_male,1.6674999999999998,1.5112694625669998,0.3624671760417189,0
Male,25-34,Rural/Other,1759,0.008795,9,Car Finance,0.2340532396,auto_male,1.83425,1.6389910848637,0.3931002940263281,0
Male,25-34,South,3346,0.01673,9,Car Finance,0.2340532396,auto_male,1.6674999999999998,1.5112694625669998,0.3624671760417189,0
Male,25-34,West,2832,0.01416,9,Car Finance,0.2340532396,auto_male,1.6674999999999998,1.5112694625669998,0.3624671760417189,0
Male,35-44,Central,2519,0.012595,9,Car Finance,0.2340532396,auto_male,1.74,1.566800602696,0.37578592299154906,0
Male,35-44,East,2950,0.01475,9,Car Finance,0.2340532396,auto_male,1.74,1.566800602696,0.37578592299154906,0
Male,35-44,North,3741,0.018705,9,Car Finance,0.2340532396,auto_male,1.74,1.566800602696,0.37578592299154906,0
Male,35-44,Rural/Other,1697,0.008485,9,Car Finance,0.2340532396,auto_male,1.9140000000000001,1.7000753390056,0.4077509156711413,0
Male,35-44,South,3216,0.01608,9,Car Finance,0.2340532396,auto_male,1.74,1.566800602696,0.37578592299154906,0
Male,35-44,West,2717,0.013585,9,Car Finance,0.2340532396,auto_male,1.74,1.566800602696,0.37578592299154906,0
Male,45-54,Central,2476,0.01238,9,Car Finance,0.2340532396,auto_male,1.5225,1.4002071823089999,0.33582968214205866,0
Male,45-54,East,3053,0.015265,9,Car Finance,0.2340532396,auto_male,1.5225,1.4002071823089999,0.33582968214205866,0
Male,45-54,North,3734,0.01867,9,Car Finance,0.2340532396,auto_male,1.5225,1.4002071823089999,0.33582968214205866,0
Male,45-54,Rural/Other,1625,0.008125,9,Car Finance,0.2340532396,auto_male,1.6747500000000002,1.5168225765799002,0.36379905073670205,0
Male,45-54,South,3150,0.01575,9,Car Finance,0.2340532396,auto_male,1.5225,1.4002071823089999,0.33582968214205866,0
Male,45-54,West,2625,0.013125,9,Car Finance,0.2340532396,auto_male,1.5225,1.4002071823089999,0.33582968214205866,0
Male,55-64,Central,2314,0.01157,9,Car Finance,0.2340532396,auto_male,1.305,1.233613761922,0.29587344129256843,0
Male,55-64,East,2899,0.014495,9,Car Finance,0.2340532396,auto_male,1.305,1.233613761922,0.29587344129256843,0
Male,55-64,North,3407,0.017035,9,Car Finance,0.2340532396,auto_male,1.305,1.233613761922,0.29587344129256843,0
Male,55-64,Rural/Other,1515,0.007575,9,Car Finance,0.2340532396,auto_male,1.4355,1.3335698141542,0.3198471858022626,0
Male,55-64,South,2890,0.01445,9,Car Finance,0.2340532396,auto_male,1.305,1.233613761922,0.29587344129256843,0
Male,55-64,West,2459,0.012295,9,Car Finance,0.2340532396,auto_male,1.305,1.233613761922,0.29587344129256843,0
Male,65+,Central,2877,0.014385,9,Car Finance,0.2340532396,auto_male,1.0875,1.067020341535,0.2559172004430781,0
Male,65+,East,3522,0.01761,9,Car Finance,0.2340532396,auto_male,1.0875,1.067020341535,0.2559172004430781,0
Male,65+,North,4364,0.02182,9,Car Finance,0.2340532396,auto_male,1.0875,1.067020341535,0.2559172004430781,0
Male,65+,Rural/Other,1980,0.0099,9,Car Finance,0.2340532396,auto_male,1.19625,1.1503170517285,0.2758953208678233,0
Male,65+,South,3775,0.018875,9,Car Finance,0.2340532396,auto_male,1.0875,1.067020341535,0.2559172004430781,0
Male,65+,West,3150,0.01575,9,Car Finance,0.2340532396,auto_male,1.0875,1.067020341535,0.2559172004430781,0
Female,18-24,Central,1829,0.009145,10,Designer Women's Clothing,0.251552795,female_skew,1.9799999999999998,1.7334782608999997,0.4408986951493755,0
Female,18-24,East,2130,0.01065,10,Designer Women's Clothing,0.251552795,female_skew,1.9799999999999998,1.7334782608999997,0.4408986951493755,0
Female,18-24,North,2756,0.01378,10,Designer Women's Clothing,0.251552795,female_skew,1.9799999999999998,1.7334782608999997,0.4408986951493755,0
Female,18-24,Rural/Other,1268,0.00634,10,Designer Women's Clothing,0.251552795,female_skew,1.8809999999999998,1.6593819876049998,0.42205279961778935,0
Female,18-24,South,2313,0.011565,10,Designer Women's Clothing,0.251552795,female_skew,1.9799999999999998,1.7334782608999997,0.4408986951493755,0
Female,18-24,West,2004,0.01002,10,Designer Women's Clothing,0.251552795,female_skew,1.9799999999999998,1.7334782608999997,0.4408986951493755,0
Female,25-34,Central,2851,0.014255,10,Designer Women's Clothing,0.251552795,female_skew,1.8974999999999997,1.6717313664874998,0.42519378220638704,0
Female,25-34,East,3240,0.0162,10,Designer Women's Clothing,0.251552795,female_skew,1.8974999999999997,1.6717313664874998,0.42519378220638704,0
Female,25-34,North,4121,0.020605,10,Designer Women's Clothing,0.251552795,female_skew,1.8974999999999997,1.6717313664874998,0.42519378220638704,0
Female,25-34,Rural/Other,1831,0.009155,10,Designer Women's Clothing,0.251552795,female_skew,1.8026249999999997,1.6007224379131246,0.4071331323219503,0
Female,25-34,South,3432,0.01716,10,Designer Women's Clothing,0.251552795,female_skew,1.8974999999999997,1.6717313664874998,0.42519378220638704,0
Female,25-34,West,3023,0.015115,10,Designer Women's Clothing,0.251552795,female_skew,1.8974999999999997,1.6717313664874998,0.42519378220638704,0
Female,35-44,Central,2664,0.01332,10,Designer Women's Clothing,0.251552795,female_skew,1.7325,1.5482375776625,0.39378395632041024,0
Female,35-44,East,3093,0.015465,10,Designer Women's Clothing,0.251552795,female_skew,1.7325,1.5482375776625,0.39378395632041024,0
Female,35-44,North,3813,0.019065,10,Designer Women's Clothing,0.251552795,female_skew,1.7325,1.5482375776625,0.39378395632041024,0
Female,35-44,Rural/Other,1712,0.00856,10,Designer Women's Clothing,0.251552795,female_skew,1.6458749999999998,1.4834033385293748,0.3772937977302723,0
Female,35-44,South,3230,0.01615,10,Designer Women's Clothing,0.251552795,female_skew,1.7325,1.5482375776625,0.39378395632041024,0
Female,35-44,West,2743,0.013715,10,Designer Women's Clothing,0.251552795,female_skew,1.7325,1.5482375776625,0.39378395632041024,0
Female,45-54,Central,2627,0.013135,10,Designer Women's Clothing,0.251552795,female_skew,1.5675,1.4247437888374999,0.3623741304344333,0
Female,45-54,East,3135,0.015675,10,Designer Women's Clothing,0.251552795,female_skew,1.5675,1.4247437888374999,0.3623741304344333,0
Female,45-54,North,3824,0.01912,10,Designer Women's Clothing,0.251552795,female_skew,1.5675,1.4247437888374999,0.3623741304344333,0
Female,45-54,Rural/Other,1729,0.008645,10,Designer Women's Clothing,0.251552795,female_skew,1.4891249999999998,1.366084239145625,0.3474544631385943,0
Female,45-54,South,3233,0.016165,10,Designer Women's Clothing,0.251552795,female_skew,1.5675,1.4247437888374999,0.3623741304344333,0
Female,45-54,West,2829,0.014145,10,Designer Women's Clothing,0.251552795,female_skew,1.5675,1.4247437888374999,0.3623741304344333,0
Female,55-64,Central,2438,0.01219,10,Designer Women's Clothing,0.251552795,female_skew,1.4024999999999999,1.3012500000124998,0.3309643045484564,0
Female,55-64,East,2947,0.014735,10,Designer Women's Clothing,0.251552795,female_skew,1.4024999999999999,1.3012500000124998,0.3309643045484564,0
Female,55-64,North,3458,0.01729,10,Designer Women's Clothing,0.251552795,female_skew,1.4024999999999999,1.3012500000124998,0.3309643045484564,0
Female,55-64,Rural/Other,1601,0.008005,10,Designer Women's Clothing,0.251552795,female_skew,1.3323749999999999,1.2487651397618749,0.3176151285469162,0
Female,55-64,South,3089,0.015445,10,Designer Women's Clothing,0.251552795,female_skew,1.4024999999999999,1.3012500000124998,0.3309643045484564,0
Female,55-64,West,2589,0.012945,10,Designer Women's Clothing,0.251552795,female_skew,1.4024999999999999,1.3012500000124998,0.3309643045484564,0
Female,65+,Central,3070,0.01535,10,Designer Women's Clothing,0.251552795,female_skew,1.2374999999999998,1.1777562111875,0.29955447866247953,0
Female,65+,East,3702,0.01851,10,Designer Women's Clothing,0.251552795,female_skew,1.2374999999999998,1.1777562111875,0.29955447866247953,0
Female,65+,North,4479,0.022395,10,Designer Women's Clothing,0.251552795,female_skew,1.2374999999999998,1.1777562111875,0.29955447866247953,0
Female,65+,Rural/Other,2066,0.01033,10,Designer Women's Clothing,0.251552795,female_skew,1.1756249999999997,1.1314460403781248,0.28777579395523817,0
Female,65+,South,3882,0.01941,10,Designer Women's Clothing,0.251552795,female_skew,1.2374999999999998,1.1777562111875,0.29955447866247953,0
Female,65+,West,3298,0.01649,10,Designer Women's Clothing,0.251552795,female_skew,1.2374999999999998,1.1777562111875,0.29955447866247953,0
Male,18-24,Central,1697,0.008485,10,Designer Women's Clothing,0.251552795,female_skew,0.42,0.5659006211,0.14393306859104849,0
Male,18-24,East,2058,0.01029,10,Designer Women's Clothing,0.251552795,female_skew,0.42,0.5659006211,0.14393306859104849,0
Male,18-24,North,2625,0.013125,10,Designer Women's Clothing,0.251552795,female_skew,0.42,0.5659006211,0.14393306859104849,0
Male,18-24,Rural/Other,1140,0.0057,10,Designer Women's Clothing,0.251552795,female_skew,0.39899999999999997,0.550183229795,0.13993545438737873,0
Male,18-24,South,2219,0.011095,10,Designer Women's Clothing,0.251552795,female_skew,0.42,0.5659006211,0.14393306859104849,0
Male,18-24,West,1942,0.00971,10,Designer Women's Clothing,0.251552795,female_skew,0.42,0.5659006211,0.14393306859104849,0
Male,25-34,Central,2644,0.01322,10,Designer Women's Clothing,0.251552795,female_skew,0.40249999999999997,0.5528027950125001,0.1406017234213237,0
Male,25-34,East,3200,0.016,10,Designer Women's Clothing,0.251552795,female_skew,0.40249999999999997,0.5528027950125001,0.1406017234213237,0
Male,25-34,North,3834,0.01917,10,Designer Women's Clothing,0.251552795,female_skew,0.40249999999999997,0.5528027950125001,0.1406017234213237,0
Male,25-34,Rural/Other,1759,0.008795,10,Designer Women's Clothing,0.251552795,female_skew,0.38237499999999996,0.537740295011875,0.13677067647614014,0
Male,25-34,South,3346,0.01673,10,Designer Women's Clothing,0.251552795,female_skew,0.40249999999999997,0.5528027950125001,0.1406017234213237,0
Male,25-34,West,2832,0.01416,10,Designer Women's Clothing,0.251552795,female_skew,0.40249999999999997,0.5528027950125001,0.1406017234213237,0
Male,35-44,Central,2519,0.012595,10,Designer Women's Clothing,0.251552795,female_skew,0.3675,0.5266071428375,0.13393903308187405,0
Male,35-44,East,2950,0.01475,10,Designer Women's Clothing,0.251552795,female_skew,0.3675,0.5266071428375,0.13393903308187405,0
Male,35-44,North,3741,0.018705,10,Designer Women's Clothing,0.251552795,female_skew,0.3675,0.5266071428375,0.13393903308187405,0
Male,35-44,Rural/Other,1697,0.008485,10,Designer Women's Clothing,0.251552795,female_skew,0.34912499999999996,0.512854425445625,0.13044112065366298,0
Male,35-44,South,3216,0.01608,10,Designer Women's Clothing,0.251552795,female_skew,0.3675,0.5266071428375,0.13393903308187405,0
Male,35-44,West,2717,0.013585,10,Designer Women's Clothing,0.251552795,female_skew,0.3675,0.5266071428375,0.13393903308187405,0
Male,45-54,Central,2476,0.01238,10,Designer Women's Clothing,0.251552795,female_skew,0.33249999999999996,0.5004114906625001,0.12727634274242444,0
Male,45-54,East,3053,0.015265,10,Designer Women's Clothing,0.251552795,female_skew,0.33249999999999996,0.5004114906625001,0.12727634274242444,0
Male,45-54,North,3734,0.01867,10,Designer Women's Clothing,0.251552795,female_skew,0.33249999999999996,0.5004114906625001,0.12727634274242444,0
Male,45-54,Rural/Other,1625,0.008125,10,Designer Women's Clothing,0.251552795,female_skew,0.31587499999999996,0.48796855587937493,0.12411156483118581,0
Male,45-54,South,3150,0.01575,10,Designer Women's Clothing,0.251552795,female_skew,0.33249999999999996,0.5004114906625001,0.12727634274242444,0
Male,45-54,West,2625,0.013125,10,Designer Women's Clothing,0.251552795,female_skew,0.33249999999999996,0.5004114906625001,0.12727634274242444,0
Male,55-64,Central,2314,0.01157,10,Designer Women's Clothing,0.251552795,female_skew,0.2975,0.47421583848750004,0.12061365240297477,0
Male,55-64,East,2899,0.014495,10,Designer Women's Clothing,0.251552795,female_skew,0.2975,0.47421583848750004,0.12061365240297477,0
Male,55-64,North,3407,0.017035,10,Designer Women's Clothing,0.251552795,female_skew,0.2975,0.47421583848750004,0.12061365240297477,0
Male,55-64,Rural/Other,1515,0.007575,10,Designer Women's Clothing,0.251552795,female_skew,0.28262499999999996,0.463082686313125,0.11778200900870865,0
Male,55-64,South,2890,0.01445,10,Designer Women's Clothing,0.251552795,female_skew,0.2975,0.47421583848750004,0.12061365240297477,0
Male,55-64,West,2459,0.012295,10,Designer Women's Clothing,0.251552795,female_skew,0.2975,0.47421583848750004,0.12061365240297477,0
Male,65+,Central,2877,0.014385,10,Designer Women's Clothing,0.251552795,female_skew,0.26249999999999996,0.44802018631249996,0.1139509620635251,0
Male,65+,East,3522,0.01761,10,Designer Women's Clothing,0.251552795,female_skew,0.26249999999999996,0.44802018631249996,0.1139509620635251,0
Male,65+,North,4364,0.02182,10,Designer Women's Clothing,0.251552795,female_skew,0.26249999999999996,0.44802018631249996,0.1139509620635251,0
Male,65+,Rural/Other,1980,0.0099,10,Designer Women's Clothing,0.251552795,female_skew,0.24937499999999996,0.43819681674687494,0.11145245318623148,0
Male,65+,South,3775,0.018875,10,Designer Women's Clothing,0.251552795,female_skew,0.26249999999999996,0.44802018631249996,0.1139509620635251,0
Male,65+,West,3150,0.01575,10,Designer Women's Clothing,0.251552795,female_skew,0.26249999999999996,0.44802018631249996,0.1139509620635251,0
Female,18-24,Central,1829,0.009145,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,18-24,East,2130,0.01065,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,18-24,North,2756,0.01378,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,18-24,Rural/Other,1268,0.00634,11,Nappies & wipes,0.2446642374,parent_skew,0.55125,0.66104307653325,0.17865424920908685,0
Female,18-24,South,2313,0.011565,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,18-24,West,2004,0.01002,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,25-34,Central,2851,0.014255,11,Nappies & wipes,0.2446642374,parent_skew,1.6275000000000002,1.4739731910315002,0.3983576610151657,0
Female,25-34,East,3240,0.0162,11,Nappies & wipes,0.2446642374,parent_skew,1.6275000000000002,1.4739731910315002,0.3983576610151657,0
Female,25-34,North,4121,0.020605,11,Nappies & wipes,0.2446642374,parent_skew,1.6275000000000002,1.4739731910315002,0.3983576610151657,0
Female,25-34,Rural/Other,1831,0.009155,11,Nappies & wipes,0.2446642374,parent_skew,1.7088750000000001,1.535438638713075,0.4149693823956252,0
Female,25-34,South,3432,0.01716,11,Nappies & wipes,0.2446642374,parent_skew,1.6275000000000002,1.4739731910315002,0.3983576610151657,0
Female,25-34,West,3023,0.015115,11,Nappies & wipes,0.2446642374,parent_skew,1.6275000000000002,1.4739731910315002,0.3983576610151657,0
Female,35-44,Central,2664,0.01332,11,Nappies & wipes,0.2446642374,parent_skew,1.5225,1.3946629359584999,0.3769231818145725,0
Female,35-44,East,3093,0.015465,11,Nappies & wipes,0.2446642374,parent_skew,1.5225,1.3946629359584999,0.3769231818145725,0
Female,35-44,North,3813,0.019065,11,Nappies & wipes,0.2446642374,parent_skew,1.5225,1.3946629359584999,0.3769231818145725,0
Female,35-44,Rural/Other,1712,0.00856,11,Nappies & wipes,0.2446642374,parent_skew,1.598625,1.452162870886425,0.3924631792350025,0
Female,35-44,South,3230,0.01615,11,Nappies & wipes,0.2446642374,parent_skew,1.5225,1.3946629359584999,0.3769231818145725,0
Female,35-44,West,2743,0.013715,11,Nappies & wipes,0.2446642374,parent_skew,1.5225,1.3946629359584999,0.3769231818145725,0
Female,45-54,Central,2627,0.013135,11,Nappies & wipes,0.2446642374,parent_skew,0.9450000000000001,0.9584565330570001,0.2590335462113108,0
Female,45-54,East,3135,0.015675,11,Nappies & wipes,0.2446642374,parent_skew,0.9450000000000001,0.9584565330570001,0.2590335462113108,0
Female,45-54,North,3824,0.01912,11,Nappies & wipes,0.2446642374,parent_skew,0.9450000000000001,0.9584565330570001,0.2590335462113108,0
Female,45-54,Rural/Other,1729,0.008645,11,Nappies & wipes,0.2446642374,parent_skew,0.9922500000000001,0.99414614783985,0.26867906185157764,0
Female,45-54,South,3233,0.016165,11,Nappies & wipes,0.2446642374,parent_skew,0.9450000000000001,0.9584565330570001,0.2590335462113108,0
Female,45-54,West,2829,0.014145,11,Nappies & wipes,0.2446642374,parent_skew,0.9450000000000001,0.9584565330570001,0.2590335462113108,0
Female,55-64,Central,2438,0.01219,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,55-64,East,2947,0.014735,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,55-64,North,3458,0.01729,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,55-64,Rural/Other,1601,0.008005,11,Nappies & wipes,0.2446642374,parent_skew,0.55125,0.66104307653325,0.17865424920908685,0
Female,55-64,South,3089,0.015445,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,55-64,West,2589,0.012945,11,Nappies & wipes,0.2446642374,parent_skew,0.525,0.641215512765,0.17329562940893858,0
Female,65+,Central,3070,0.01535,11,Nappies & wipes,0.2446642374,parent_skew,0.2625,0.4429398750825,0.11970943140745596,0
Female,65+,East,3702,0.01851,11,Nappies & wipes,0.2446642374,parent_skew,0.2625,0.4429398750825,0.11970943140745596,0
Female,65+,North,4479,0.022395,11,Nappies & wipes,0.2446642374,parent_skew,0.2625,0.4429398750825,0.11970943140745596,0
Female,65+,Rural/Other,2066,0.01033,11,Nappies & wipes,0.2446642374,parent_skew,0.275625,0.45285365696662494,0.12238874130753007,0
Female,65+,South,3882,0.01941,11,Nappies & wipes,0.2446642374,parent_skew,0.2625,0.4429398750825,0.11970943140745596,0
Female,65+,West,3298,0.01649,11,Nappies & wipes,0.2446642374,parent_skew,0.2625,0.4429398750825,0.11970943140745596,0
Male,18-24,Central,1697,0.008485,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,18-24,East,2058,0.01029,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,18-24,North,2625,0.013125,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,18-24,Rural/Other,1140,0.0057,11,Nappies & wipes,0.2446642374,parent_skew,0.49874999999999997,0.62138794899675,0.16793700960879032,0
Male,18-24,South,2219,0.011095,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,18-24,West,1942,0.00971,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,25-34,Central,2644,0.01322,11,Nappies & wipes,0.2446642374,parent_skew,1.4725,1.3568961478285,0.36671628695714725,0
Male,25-34,East,3200,0.016,11,Nappies & wipes,0.2446642374,parent_skew,1.4725,1.3568961478285,0.36671628695714725,0
Male,25-34,North,3834,0.01917,11,Nappies & wipes,0.2446642374,parent_skew,1.4725,1.3568961478285,0.36671628695714725,0
Male,25-34,Rural/Other,1759,0.008795,11,Nappies & wipes,0.2446642374,parent_skew,1.546125,1.412507743349925,0.381745939634706,0
Male,25-34,South,3346,0.01673,11,Nappies & wipes,0.2446642374,parent_skew,1.4725,1.3568961478285,0.36671628695714725,0
Male,25-34,West,2832,0.01416,11,Nappies & wipes,0.2446642374,parent_skew,1.4725,1.3568961478285,0.36671628695714725,0
Male,35-44,Central,2519,0.012595,11,Nappies & wipes,0.2446642374,parent_skew,1.3775,1.2851392503815,0.3473231867280393,0
Male,35-44,East,2950,0.01475,11,Nappies & wipes,0.2446642374,parent_skew,1.3775,1.2851392503815,0.3473231867280393,0
Male,35-44,North,3741,0.018705,11,Nappies & wipes,0.2446642374,parent_skew,1.3775,1.2851392503815,0.3473231867280393,0
Male,35-44,Rural/Other,1697,0.008485,11,Nappies & wipes,0.2446642374,parent_skew,1.446375,1.337163001030575,0.36138318439414263,0
Male,35-44,South,3216,0.01608,11,Nappies & wipes,0.2446642374,parent_skew,1.3775,1.2851392503815,0.3473231867280393,0
Male,35-44,West,2717,0.013585,11,Nappies & wipes,0.2446642374,parent_skew,1.3775,1.2851392503815,0.3473231867280393,0
Male,45-54,Central,2476,0.01238,11,Nappies & wipes,0.2446642374,parent_skew,0.855,0.890476314423,0.2406611354679453,0
Male,45-54,East,3053,0.015265,11,Nappies & wipes,0.2446642374,parent_skew,0.855,0.890476314423,0.2406611354679453,0
Male,45-54,North,3734,0.01867,11,Nappies & wipes,0.2446642374,parent_skew,0.855,0.890476314423,0.2406611354679453,0
Male,45-54,Rural/Other,1625,0.008125,11,Nappies & wipes,0.2446642374,parent_skew,0.89775,0.92276691827415,0.24938803057104392,0
Male,45-54,South,3150,0.01575,11,Nappies & wipes,0.2446642374,parent_skew,0.855,0.890476314423,0.2406611354679453,0
Male,45-54,West,2625,0.013125,11,Nappies & wipes,0.2446642374,parent_skew,0.855,0.890476314423,0.2406611354679453,0
Male,55-64,Central,2314,0.01157,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,55-64,East,2899,0.014495,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,55-64,North,3407,0.017035,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,55-64,Rural/Other,1515,0.007575,11,Nappies & wipes,0.2446642374,parent_skew,0.49874999999999997,0.62138794899675,0.16793700960879032,0
Male,55-64,South,2890,0.01445,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,55-64,West,2459,0.012295,11,Nappies & wipes,0.2446642374,parent_skew,0.475,0.603448724635,0.16308873455151332,0
Male,65+,Central,2877,0.014385,11,Nappies & wipes,0.2446642374,parent_skew,0.2375,0.42405648101750004,0.11460598397874334,0
Male,65+,East,3522,0.01761,11,Nappies & wipes,0.2446642374,parent_skew,0.2375,0.42405648101750004,0.11460598397874334,0
Male,65+,North,4364,0.02182,11,Nappies & wipes,0.2446642374,parent_skew,0.2375,0.42405648101750004,0.11460598397874334,0
Male,65+,Rural/Other,1980,0.0099,11,Nappies & wipes,0.2446642374,parent_skew,0.24937499999999999,0.43302609319837504,0.11703012150738185,0
Male,65+,South,3775,0.018875,11,Nappies & wipes,0.2446642374,parent_skew,0.2375,0.42405648101750004,0.11460598397874334,0
Male,65+,West,3150,0.01575,11,Nappies & wipes,0.2446642374,parent_skew,0.2375,0.42405648101750004,0.11460598397874334,0
Female,18-24,Central,1829,0.009145,12,Car Rental,0.2695356738,auto_male,0.385,0.5507644393869999,0.1519486652817349,0
Female,18-24,East,2130,0.01065,12,Car Rental,0.2695356738,auto_male,0.385,0.5507644393869999,0.1519486652817349,0
Female,18-24,North,2756,0.01378,12,Car Rental,0.2695356738,auto_male,0.385,0.5507644393869999,0.1519486652817349,0
Female,18-24,Rural/Other,1268,0.00634,12,Car Rental,0.2695356738,auto_male,0.42350000000000004,0.5788873159457,0.1597073970577616,0
Female,18-24,South,2313,0.011565,12,Car Rental,0.2695356738,auto_male,0.385,0.5507644393869999,0.1519486652817349,0
Female,18-24,West,2004,0.01002,12,Car Rental,0.2695356738,auto_male,0.385,0.5507644393869999,0.1519486652817349,0
Female,25-34,Central,2851,0.014255,12,Car Rental,0.2695356738,auto_male,0.6325,0.7315543601215,0.2018262266990495,0
Female,25-34,East,3240,0.0162,12,Car Rental,0.2695356738,auto_male,0.6325,0.7315543601215,0.2018262266990495,0
Female,25-34,North,4121,0.020605,12,Car Rental,0.2695356738,auto_male,0.6325,0.7315543601215,0.2018262266990495,0
Female,25-34,Rural/Other,1831,0.009155,12,Car Rental,0.2695356738,auto_male,0.69575,0.7777562287536499,0.21457271461680763,0
Female,25-34,South,3432,0.01716,12,Car Rental,0.2695356738,auto_male,0.6325,0.7315543601215,0.2018262266990495,0
Female,25-34,West,3023,0.015115,12,Car Rental,0.2695356738,auto_male,0.6325,0.7315543601215,0.2018262266990495,0
Female,35-44,Central,2664,0.01332,12,Car Rental,0.2695356738,auto_male,0.66,0.751642129092,0.20736817796763998,0
Female,35-44,East,3093,0.015465,12,Car Rental,0.2695356738,auto_male,0.66,0.751642129092,0.20736817796763998,0
Female,35-44,North,3813,0.019065,12,Car Rental,0.2695356738,auto_male,0.66,0.751642129092,0.20736817796763998,0
Female,35-44,Rural/Other,1712,0.00856,12,Car Rental,0.2695356738,auto_male,0.7260000000000001,0.7998527746212001,0.22066886101225724,0
Female,35-44,South,3230,0.01615,12,Car Rental,0.2695356738,auto_male,0.66,0.751642129092,0.20736817796763998,0
Female,35-44,West,2743,0.013715,12,Car Rental,0.2695356738,auto_male,0.66,0.751642129092,0.20736817796763998,0
Female,45-54,Central,2627,0.013135,12,Car Rental,0.2695356738,auto_male,0.5775000000000001,0.6913788221805001,0.19074232416186848,0
